gene1,gene2,weight
IL13,IL9,947
IL13,IL9R,777
IL13,ICAM1,768
IL13,CD8A,854
IL13,IL2,934
IL13,CHI3L1,700
IL13,IL22RA2,712
IL13,IL4R,999
IL13,IL11,763
IL13,CCL26,809
IL13,CCL17,913
IL13,IL6ST,822
IL13,CLCA1,788
IL13,IL17F,842
IL13,IL12RB2,821
IL13,IL33,937
IL13,VCAM1,740
IL13,FOXP3,808
IL13,CCL2,932
IL13,TLR2,702
IL13,CCL3,895
IL13,IL3,891
IL13,ITGAM,828
IL13,GATA3,882
IL13,LTA,747
IL13,IL10RB,765
IL13,IL2RB,788
IL13,IL31,837
IL13,IL25,803
IL13,CSF3R,714
IL13,IL17RB,821
IL13,TBX21,852
IL13,FGF2,717
IL13,TGFA,726
IL13,IL1RN,702
IL13,STAT6,971
IL13,IL10RA,883
IL13,IL22,847
IL13,IL22RA1,771
IL13,IL15,871
IL13,FN1,735
IL13,IL13RA2,999
IL13,TGFB1,816
IL13,CD28,768
IL13,PDGFRB,733
IL13,TSLP,887
IL13,PTGDR2,719
IL13,CCL4,830
IL13,IL2RA,905
IL13,IL5RA,859
IL13,CCL24,739
IL13,CHIT1,733
IL13,CD1D,759
IL13,IFNA1,713
IL13,POSTN,788
IL13,IL1RL1,864
IL13,IL7R,872
IL13,IFNLR1,735
IL13,CXCL9,722
IL13,MRC1,840
IL13,IL12RB1,816
IL13,MAOA,787
IL13,MUC5AC,795
IL13,IL2RG,932
IL13,IL4,993
IL13,IL6,957
IL13,IL23R,830
IL13,ARG1,807
IL13,CD36,855
IL13,CSF2RB,731
IL13,IFNAR2,741
IL13,TLR4,806
IL13,JAK1,869
IL13,HMOX1,855
IL13,PDGFRA,745
IL13,STAT3,843
IL13,IL20RA,725
IL13,ITGAX,824
IL13,CXCL10,871
IL13,IL6R,920
IL13,IL17A,940
IL13,MYD88,728
IL13,CCL22,835
SOSTDC1,LRP5,880
SOSTDC1,BMP7,705
SOSTDC1,BMP4,757
TCTN2,TMEM67,995
TCTN2,MKS1,988
TCTN2,TCTN1,997
TCTN2,TCTN3,992
TCTN2,TMEM237,831
TCTN2,RPGRIP1L,836
TCTN2,NPHP1,743
TCTN2,TMEM107,912
TCTN2,CEP290,979
TCTN2,B9D1,997
TCTN2,TMEM231,991
TCTN2,CC2D2A,996
TCTN2,AHI1,963
TCTN2,B9D2,993
TCTN2,TMEM216,980
TCTN2,TMEM17,933
ROBO4,SLIT3,999
ROBO4,SLIT2,998
ROBO4,SLIT1,987
ROBO4,CLDN5,732
ROBO4,SOX18,776
ROBO4,PXN,860
ROBO4,UNC5B,909
ROBO4,CDH5,707
ROBO4,ROBO1,733
ROBO4,MMRN2,736
MN1,HSPB8,767
MN1,BAALC,781
BFSP2,CRYBA4,739
BFSP2,EPHB2,729
BFSP2,PITX3,878
BFSP2,CRYBB2,919
BFSP2,CRYBA1,777
BFSP2,CRYGS,925
BFSP2,CRYBB1,947
BFSP2,CRYAA,743
BFSP2,BFSP1,999
BFSP2,MT-CYB,976
BFSP2,CYP26A1,742
BFSP2,CRYGD,937
BFSP2,GJA3,939
BFSP2,GJA8,946
BFSP2,CRYGC,800
BFSP2,LIM2,720
BFSP2,CRYBB3,773
BFSP2,HSF4,847
BFSP2,MIP,785
PSG8,PSG1,800
PSG8,SDC1,727
PSG8,CSH1,767
PSG8,PSG3,785
PSG8,CSH2,764
OR2K2,GNG13,710
OR2K2,GNAL,713
TMEM192,LAMP2,802
TMEM192,SPRYD4,820
RFXANK,RFX1,954
RFXANK,NFYC,864
RFXANK,CIITA,998
RFXANK,RFX7,978
RFXANK,NFYA,820
RFXANK,RFX5,999
RFXANK,HDAC4,964
RFXANK,CREB1,905
RFXANK,NLRC5,744
RFXANK,RFXAP,999
RFXANK,MEF2B,801
RFXANK,NCAN,755
C22orf15,LRRC75B,718
GIMAP8,GIMAP1,893
GIMAP8,GIMAP4,911
GIMAP8,GIMAP5,825
GIMAP8,SRP54,786
GIMAP8,GIMAP7,895
GIMAP8,GIMAP6,913
SOCS5,CISH,735
SOCS5,STAT1,919
SOCS5,JAK2,952
SOCS5,CUL5,911
SOCS5,IL4R,970
SOCS5,STAT5A,795
SOCS5,SOCS3,844
SOCS5,ELOC,840
SOCS5,ELOB,828
SOCS5,STAT3,840
SOCS5,TYK2,814
SOCS5,STAT5B,797
SOCS5,STAT6,765
SOCS5,SOCS1,726
SOCS5,JAK3,811
SOCS5,RNF7,829
SOCS5,SOCS6,872
SOCS5,SOCS4,824
SOCS5,JAK1,920
MCRIP2,LSM12,745
MCRIP2,DDX6,778
PWWP2A,RBBP4,792
PWWP2A,H2AZ1,717
PWWP2A,HDAC1,731
TRIM56,CGAS,704
TRIM56,TRIM32,863
TRIM56,TRIM38,746
TRIM56,FAF2,813
TRIM56,STING1,904
HS1BP3,CTNS,763
HS1BP3,CHP1,764
CKAP2L,CEP55,886
CKAP2L,CDCA5,848
CKAP2L,NUF2,765
CKAP2L,TOP2A,830
CKAP2L,KIF2C,795
CKAP2L,GTSE1,736
CKAP2L,KIF4A,843
CKAP2L,ASPM,883
CKAP2L,MELK,912
CKAP2L,CCNB2,729
CKAP2L,CENPA,829
CKAP2L,NUSAP1,749
CKAP2L,KIFC1,839
CKAP2L,CENPF,737
CKAP2L,CDK1,797
CKAP2L,BUB1,867
CKAP2L,HMMR,812
CKAP2L,KIF11,806
CKAP2L,CDCA3,800
CKAP2L,CENPE,827
CKAP2L,AURKB,737
CKAP2L,KIF20A,836
CKAP2L,ANLN,837
CKAP2L,SKA3,784
CKAP2L,KIF14,852
CKAP2L,CDCA2,871
CKAP2L,KIF18A,782
CKAP2L,DLGAP5,897
CKAP2L,HJURP,913
CKAP2L,PBK,775
CKAP2L,CCNA2,727
CKAP2L,NCAPG,864
CKAP2L,TPX2,756
CKAP2L,SGO1,747
CKAP2L,PLK4,772
CKAP2L,CDC45,752
UGT2B4,CBR3,705
UGT2B4,CYP3A7,788
UGT2B4,CYP2E1,955
UGT2B4,MIOX,901
UGT2B4,CYP3A5,955
UGT2B4,ADH4,717
UGT2B4,AKR1C4,919
UGT2B4,SLC35A2,972
UGT2B4,AKR1C3,919
UGT2B4,CYP2C9,929
UGT2B4,HSD11B1,714
UGT2B4,GUSB,942
UGT2B4,ADH5,710
UGT2B4,ADH6,724
UGT2B4,AKR1C2,918
UGT2B4,ENSP00000480571,782
UGT2B4,CYP2C8,867
UGT2B4,UGDH,934
UGT2B4,ADH1A,701
UGT2B4,CYP2A13,937
UGT2B4,SRD5A1,743
UGT2B4,SULT1E1,942
UGT2B4,CYP26A1,712
UGT2B4,BLVRA,772
UGT2B4,CBR1,914
UGT2B4,HSD3B1,712
UGT2B4,ADH7,715
UGT2B4,SRD5A3,705
UGT2B4,AKR1D1,927
UGT2B4,PPIG,763
UGT2B4,CYP19A1,929
UGT2B4,CYP3A4,978
UGT2B4,CYP2D6,963
UGT2B4,CYP1A1,956
UGT2B4,AOX1,937
UGT2B4,CYP1A2,929
UGT2B4,SLCO1B1,778
UGT2B4,AKR1C1,920
UGT2B4,CES2,787
UGT2B4,SRD5A2,712
UGT2B4,CES1,780
UGT2B4,LRTOMT,808
UGT2B4,CYP1B1,936
UGT2B4,CYP2A6,956
UGT2B4,ADH1B,710
UGT2B4,HSD17B3,916
UGT2B4,CYP4A11,764
UGT2B4,CYP2B6,871
UGT2B4,COMT,805
UGT2B4,SULT2A1,764
UGT2B4,CYP2C18,809
SRP9,RPS13,866
SRP9,RPS3A,857
SRP9,XBP1,816
SRP9,RPS27A,830
SRP9,SEC61G,850
SRP9,RPS3,854
SRP9,RPL27,899
SRP9,RPL22,907
SRP9,RPL29,885
SRP9,RPL36A,858
SRP9,FAU,867
SRP9,RHO,800
SRP9,RPL32,877
SRP9,RPLP0,879
SRP9,RPS9,868
SRP9,RPS23,840
SRP9,RPL13A,903
SRP9,RPL39,886
SRP9,RPL17-C18orf32,858
SRP9,RPL38,889
SRP9,RPS14,836
SRP9,RPL12,860
SRP9,RPS15A,873
SRP9,RPL14,902
SRP9,RPL21,914
SRP9,RPS29,848
SRP9,RPL36AL,864
SRP9,SRP68,999
SRP9,RPL18A,890
SRP9,RPS26,843
SRP9,SRP19,999
SRP9,RPL31,899
SRP9,RPL3,906
SRP9,RPS27,856
SRP9,RPL28,878
SRP9,RPL35A,887
SRP9,RPL37,879
SRP9,RPS11,850
SRP9,SRP54,999
SRP9,SEC61B,805
SRP9,SRP72,999
SRP9,RPL37A,896
SRP9,RPS10-NUDT3,814
SRP9,RPL24,906
SRP9,RPS15,852
SRP9,RPS2,856
SRP9,RPS8,845
SRP9,RPL26,865
SRP9,UBA52,835
SRP9,RPS6,854
SRP9,RPS25,854
SRP9,RPL17,902
SRP9,RPL23A,931
SRP9,SRPRA,976
SRP9,RPS20,846
SRP9,RPL8,915
SRP9,RPS4X,858
SRP9,RPS7,863
SRP9,RPL4,902
SRP9,RPS28,852
SRP9,RPL26L1,884
SRP9,RPS5,881
SRP9,RPS17,835
SRP9,RPL30,894
SRP9,SRP14,999
SRP9,SEC61A1,790
SRP9,RPL10,889
SRP9,RPS18,852
SRP9,RPL34,931
SRP9,RPL5,907
SRP9,RPL19,903
SRP9,RPS16,896
SRP9,RPS12,872
SRP9,RPS19,856
SRP9,RPL23,904
SRP9,RPSA,852
SRP9,RPL35,902
SRP9,RACK1,848
SRP9,RPL15,938
SRP9,RPL13,898
SRP9,RPL7A,912
SRP9,SRPRB,974
SRP9,RPL27A,886
SRP9,RPS10,864
SRP9,RPL36,906
SRP9,RPL6,910
SRP9,RPS24,873
SRP9,RPL11,874
SRP9,H3BNC9_HUMAN,819
SRP9,RPL7,907
SRP9,RPL9,907
SRP9,RPL18,899
SRP9,RPS21,895
IRX1,KCND2,839
IRX1,HAND2,701
IRX1,SMYD1,789
STX8,STX17,896
STX8,STX5,950
STX8,TSNARE1,754
STX8,STX1B,738
STX8,VPS33B,846
STX8,VAMP2,880
STX8,NAPG,922
STX8,VPS45,762
STX8,STXBP5,825
STX8,SNAP47,806
STX8,BNIP1,711
STX8,VPS18,780
STX8,VPS33A,900
STX8,STX3,986
STX8,STX10,847
STX8,VAMP3,936
STX8,BET1,859
STX8,STX11,878
STX8,STX19,794
STX8,VTI1B,999
STX8,GOSR1,870
STX8,VIPAS39,716
STX8,STX16,957
STX8,SEC22B,943
STX8,NAPB,787
STX8,TXLNG,761
STX8,VAMP7,996
STX8,TXLNB,763
STX8,STX2,776
STX8,STX4,976
STX8,STX12,995
STX8,VAMP5,794
STX8,VAMP8,999
STX8,VAMP1,795
STX8,STX18,960
STX8,SNAP29,976
STX8,STX1A,926
STX8,USE1,876
STX8,NSF,753
STX8,VTI1A,996
STX8,VPS11,731
STX8,NAPA,984
STX8,STX7,999
STX8,YKT6,984
STX8,GOSR2,844
STX8,STX6,949
STX8,SNAP23,840
STX8,L7N2F9_HUMAN,721
STX8,VAMP4,977
STX8,VPS16,774
GNB2,PTGER4,822
GNB2,KRAS,732
GNB2,MAPK1,742
GNB2,GNAZ,884
GNB2,GNG5,999
GNB2,GNAT1,931
GNB2,GNG3,999
GNB2,RAC2,717
GNB2,GNAQ,882
GNB2,KCNJ3,849
GNB2,GNAI3,983
GNB2,ADGRL2,970
GNB2,MAPK11,748
GNB2,PRKACA,774
GNB2,ADCY5,705
GNB2,HTR1F,735
GNB2,ADCY9,716
GNB2,GRK2,875
GNB2,PRKCG,701
GNB2,PLCB2,842
GNB2,PRKACG,716
GNB2,DRD4,748
GNB2,GNG11,808
GNB2,PRKCA,790
GNB2,GNB1,939
GNB2,RAC3,717
GNB2,GNG8,998
GNB2,MAPK3,806
GNB2,GNA15,812
GNB2,PLCB1,805
GNB2,CACNA1H,829
GNB2,PREX1,932
GNB2,HTR7,926
GNB2,GNGT1,998
GNB2,HTR1A,746
GNB2,RRAS,710
GNB2,GNG13,743
GNB2,GNAI1,979
GNB2,PLCB3,829
GNB2,GNA11,894
GNB2,RRAS2,705
GNB2,APLNR,949
GNB2,ADCY4,700
GNB2,CACNA1B,744
GNB2,RHO,756
GNB2,ADCY8,715
GNB2,RASD1,704
GNB2,ADCY1,803
GNB2,NPSR1,759
GNB2,GNA14,844
GNB2,FAU,766
GNB2,HTR1D,744
GNB2,GNAT2,910
GNB2,GNAI2,982
GNB2,GNAS,986
GNB2,CCR5,909
GNB2,ADGRL3,967
GNB2,GCGR,751
GNB2,CACNA1G,825
GNB2,MAPK13,745
GNB2,GNG4,999
GNB2,ITPR1,704
GNB2,GNAO1,869
GNB2,GNB3,739
GNB2,MTNR1A,754
GNB2,MTNR1B,938
GNB2,PTGER2,781
GNB2,GNG12,998
GNB2,GNB4,732
GNB2,GNAL,874
GNB2,GNA13,879
GNB2,GNG14,731
GNB2,KCNJ6,754
GNB2,CNR1,725
GNB2,GRK3,810
GNB2,GNGT2,999
GNB2,PRKACB,729
GNB2,KCNJ9,764
GNB2,GNG7,999
GNB2,GNG10,998
GNB2,LPAR3,716
GNB2,KCNJ5,880
GNB2,GNG2,999
GNB2,GNB5,730
GNB2,MAPK14,745
GNB2,PRKCB,704
GNB2,DRD3,848
GNB2,GNAT3,805
GNB2,PRKCE,802
GNB2,HRAS,712
GNB2,PTGER3,706
GNB2,DRD2,789
GNB2,HTR1E,835
GNB2,ADCY7,800
GNB2,ADCY3,703
GNB2,HTR1B,744
GNB2,ADRA2A,722
GNB2,MAPK12,742
GNB2,GNA12,791
GNB2,PDCL,997
GNB2,ADGRL1,968
GNB2,CACNA1A,744
GNB2,CXCR4,917
GNB2,RGS6,777
NLGN2,NLGN4X,704
NLGN2,DLG4,998
NLGN2,GPHN,968
NLGN2,SHANK3,935
NLGN2,NLGN1,704
NLGN2,NRXN2,999
NLGN2,SLITRK3,813
NLGN2,NRXN3,978
NLGN2,LHFPL4,929
NLGN2,MAGI2,813
NLGN2,DLGAP1,844
NLGN2,LAMA1,725
NLGN2,SHANK2,868
NLGN2,DLG3,883
NLGN2,SHANK1,868
NLGN2,LHFPL3,902
NLGN2,DLGAP2,715
NLGN2,NRXN1,999
NLGN2,ARHGEF9,950
NLGN2,DLGAP3,709
NLGN2,DLG2,784
NLGN2,SHBG,707
NLGN2,IGSF9B,744
NLGN2,SYNGAP1,717
NLGN2,MDGA1,994
NLGN2,CASK,797
NLGN2,CADM1,746
NLGN2,MDGA2,839
SLC6A19,SLC1A5,721
SLC6A19,SLC3A1,713
SLC6A19,SLC36A2,956
SLC6A19,SLC7A9,772
SLC6A19,ACE2,999
SLC6A19,ACE,715
SLC6A19,CLTRN,957
SOX14,SOX2,740
ADRB2,GNAI2,948
ADRB2,CAV3,850
ADRB2,GHRL,773
ADRB2,ARR3,755
ADRB2,PDE4D,745
ADRB2,GNB3,703
ADRB2,GNAS,993
ADRB2,OPRM1,743
ADRB2,SUCLG2,740
ADRB2,GRK5,910
ADRB2,ADRB1,956
ADRB2,GRK6,922
ADRB2,SST,754
ADRB2,ARRDC3,934
ADRB2,ARRB2,999
ADRB2,GNAI1,949
ADRB2,SLC9A3R2,854
ADRB2,GPRASP1,762
ADRB2,USP20,926
ADRB2,GRK2,983
ADRB2,PRKACG,818
ADRB2,AGTR1,873
ADRB2,ADCY9,751
ADRB2,VEGFB,709
ADRB2,USP33,926
ADRB2,AP2B1,752
ADRB2,PDE4A,783
ADRB2,TPM3,825
ADRB2,GRIA1,706
ADRB2,ERBB2,822
ADRB2,GNAI3,925
ADRB2,BSG,780
ADRB2,OXT,786
ADRB2,PRKACA,820
ADRB2,CXCR4,826
ADRB2,TNF,718
ADRB2,AVPR2,755
ADRB2,AKAP12,983
ADRB2,EDN3,728
ADRB2,RAPGEF3,756
ADRB2,NPY,797
ADRB2,PTGER1,704
ADRB2,CLTC,810
ADRB2,EZR,714
ADRB2,ADRB3,940
ADRB2,GRB2,791
ADRB2,SLC9A3R1,997
ADRB2,DLG4,795
ADRB2,AGT,701
ADRB2,RAB8A,789
ADRB2,RAPGEF4,753
ADRB2,AKAP5,877
ADRB2,SAG,985
ADRB2,SNX27,958
ADRB2,ARRB1,999
ADRB2,NR3C1,727
ADRB2,GRK3,825
ADRB2,SRC,955
ADRB2,NEDD4,815
ADRB2,EDN1,812
ADRB2,APOB,744
ADRB2,PRKACB,819
ADRB2,CACNA1C,937
ADRB2,GNAL,839
S1PR1,GNB1,920
S1PR1,SPHK1,918
S1PR1,SPHK2,870
S1PR1,KLF2,856
S1PR1,GNAI3,963
S1PR1,GNAI2,922
S1PR1,GNAI1,993
S1PR1,ARRB2,710
S1PR1,CCR7,739
S1PR1,PROCR,715
S1PR1,F2RL1,786
S1PR1,CXCR5,707
S1PR1,GNG2,842
S1PR1,STAT3,818
S1PR1,CD69,995
S1PR1,CXCR4,719
S1PR1,ICAM1,738
S1PR1,ACER2,717
S1PR1,SELL,830
S1PR1,S1PR4,948
CEBPB,PPARG,989
CEBPB,NFIL3,708
CEBPB,CREBBP,880
CEBPB,CEBPD,994
CEBPB,NCOR1,836
CEBPB,PPARGC1A,953
CEBPB,TRIB3,889
CEBPB,JUND,852
CEBPB,STAT6,712
CEBPB,FOSL2,775
CEBPB,E2F1,820
CEBPB,SP1,798
CEBPB,ASNS,769
CEBPB,BHLHE40,780
CEBPB,ATF5,736
CEBPB,ATF4,997
CEBPB,NFKBIA,744
CEBPB,NPM1,803
CEBPB,TRIB1,713
CEBPB,MAPK1,877
CEBPB,ATF6,929
CEBPB,CIITA,915
CEBPB,FABP4,832
CEBPB,PTGS2,706
CEBPB,MAPK11,936
CEBPB,KLF4,889
CEBPB,CDK8,786
CEBPB,SMARCA2,890
CEBPB,MAPK13,928
CEBPB,IRF1,721
CEBPB,EGR2,877
CEBPB,CXCL8,842
CEBPB,MED26,789
CEBPB,MAPK3,947
CEBPB,KLF5,967
CEBPB,RB1,707
CEBPB,FOS,819
CEBPB,EGR1,885
CEBPB,CEBPG,971
CEBPB,NCOR2,819
CEBPB,MYB,980
CEBPB,E2F4,773
CEBPB,GATA3,708
CEBPB,PRDM16,995
CEBPB,EHMT2,734
CEBPB,IRF4,747
CEBPB,CBFB,725
CEBPB,GATA2,719
CEBPB,RPS6KA1,778
CEBPB,CEBPA,990
CEBPB,MED23,701
CEBPB,HDAC1,991
CEBPB,CREB1,963
CEBPB,RXRA,762
CEBPB,FOXO1,943
CEBPB,SMAD3,959
CEBPB,ATF3,980
CEBPB,SPI1,856
CEBPB,EBF1,852
CEBPB,NR3C1,886
CEBPB,ADIPOQ,904
CEBPB,DDIT3,994
CEBPB,CDKN2B,825
CEBPB,IL6,896
CEBPB,RUNX1,972
CEBPB,RELA,967
CEBPB,STAT3,984
CEBPB,EP300,996
CEBPB,TP53,862
CEBPB,JUN,927
CEBPB,SMAD4,928
CEBPB,KAT2B,741
CEBPB,TNF,760
CEBPB,MED1,799
CEBPB,USF1,741
CEBPB,KDM5A,715
CEBPB,SMARCA4,788
CEBPB,STAT1,762
CEBPB,ESR1,908
CEBPB,PPARA,740
CEBPB,MAPK14,961
CEBPB,FOSL1,811
CEBPB,NFKB1,904
CEBPB,CELF1,722
CEBPB,INS,767
CEBPB,SRF,794
CEBPB,MAPK12,929
CEBPB,STAT5A,767
CEBPB,IRF8,709
CEBPB,RUNX2,944
CEBPB,MYC,958
OR1F1,ZNF205,887
OR1F1,MEFV,778
OR1F1,GNAL,706
OR1F1,ZNF200,854
COG7,RIC1,789
COG7,COG8,999
COG7,STX16,820
COG7,H3BUN2_HUMAN,725
COG7,COG1,999
COG7,GOLGA5,964
COG7,GOSR1,872
COG7,VPS45,755
COG7,STX5,856
COG7,COG3,999
COG7,VPS53,893
COG7,YKT6,704
COG7,VPS54,796
COG7,DCTN5,702
COG7,VAMP4,738
COG7,COG6,999
COG7,COG5,999
COG7,GOSR2,844
COG7,STX6,811
COG7,VPS51,790
COG7,H3BMQ9_HUMAN,725
COG7,VPS52,797
COG7,COG4,999
COG7,TGOLN2,809
COG7,COG2,999
COG7,VTI1A,784
CNNM3,PTP4A2,998
CNNM3,GMPS,701
CNNM3,PTP4A1,798
CNNM3,CBSL,855
CNNM3,CBS,836
CNNM3,PTP4A3,945
PDILT,CALR3,749
OR1S2,OR1S1,787
FEN1,ERCC3,871
FEN1,FBH1,798
FEN1,CDT1,804
FEN1,MSH2,948
FEN1,ERCC4,813
FEN1,RPA2,787
FEN1,POLA1,876
FEN1,XRCC5,880
FEN1,XPA,839
FEN1,MLH1,730
FEN1,EP300,879
FEN1,XRCC6,879
FEN1,MSH3,834
FEN1,MRE11,984
FEN1,MCM6,907
FEN1,APEX2,758
FEN1,MCM2,912
FEN1,TIPIN,765
FEN1,XRCC1,946
FEN1,POLL,777
FEN1,POLD1,997
FEN1,MCM3,961
FEN1,RNASEH2B,760
FEN1,PRIM1,866
FEN1,CDC6,844
FEN1,BRCA2,794
FEN1,RAD1,875
FEN1,TOP3A,799
FEN1,GINS2,741
FEN1,MSH6,950
FEN1,PCNA,999
FEN1,RAD50,844
FEN1,WDHD1,889
FEN1,POLD4,934
FEN1,RPA3,780
FEN1,LIG3,914
FEN1,CDC45,864
FEN1,NTHL1,792
FEN1,POLQ,825
FEN1,RAD23B,700
FEN1,RRM2,735
FEN1,RNASEH2A,902
FEN1,ATM,753
FEN1,MCM7,903
FEN1,RECQL5,882
FEN1,CDCA5,708
FEN1,CHEK1,853
FEN1,APTX,734
FEN1,SMC3,700
FEN1,MUS81,889
FEN1,REV3L,774
FEN1,PARP1,941
FEN1,OGG1,832
FEN1,PRKDC,735
FEN1,ERCC6,758
FEN1,TDG,769
FEN1,XRCC3,827
FEN1,CCNF,753
FEN1,RFC3,947
FEN1,RAD51D,704
FEN1,HUS1,934
FEN1,RAD17,760
FEN1,POLD2,995
FEN1,NEIL1,961
FEN1,TOP2A,785
FEN1,HNRNPA1,797
FEN1,EXO1,901
FEN1,ATAD5,902
FEN1,EME1,786
FEN1,CHTF18,834
FEN1,RRM1,766
FEN1,PARG,784
FEN1,TERF2,840
FEN1,RECQL4,981
FEN1,ERCC1,946
FEN1,BRCA1,704
FEN1,AURKA,748
FEN1,BLM,921
FEN1,ENDOG,791
FEN1,DTL,731
FEN1,APEX1,998
FEN1,RAD51C,823
FEN1,RAD52,933
FEN1,RAD9A,916
FEN1,TDP1,786
FEN1,MYRF,773
FEN1,NEIL3,823
FEN1,ERCC2,795
FEN1,ENSP00000480527,826
FEN1,PRIM2,775
FEN1,RAD54L,737
FEN1,NEIL2,752
FEN1,TERF1,725
FEN1,RFC2,939
FEN1,EXOG,741
FEN1,PARP2,848
FEN1,RAD54B,719
FEN1,RECQL,898
FEN1,PIF1,768
FEN1,RPA1,845
FEN1,KPNA2,858
FEN1,ATR,717
FEN1,CCNA2,908
FEN1,TP53BP1,729
FEN1,POLE3,780
FEN1,TPX2,709
FEN1,DDX11,853
FEN1,POLE,906
FEN1,RBBP8,823
FEN1,TOP1,764
FEN1,WRN,998
FEN1,ORC1,703
FEN1,XRCC4,753
FEN1,RFC5,868
FEN1,FANCM,737
FEN1,RFC1,843
FEN1,GTF2H1,782
FEN1,POLB,987
FEN1,NBN,755
FEN1,RNASEH1,705
FEN1,POLE2,883
FEN1,MCM10,896
FEN1,LIG1,999
FEN1,PSMD7,883
FEN1,TYMS,794
FEN1,MCM4,941
FEN1,TIMELESS,767
FEN1,CDK1,829
FEN1,DNA2,996
FEN1,POLA2,802
FEN1,RFC4,960
FEN1,XPC,911
FEN1,LIG4,701
FEN1,MCM5,942
FEN1,CDK2,734
FEN1,UNG,832
FEN1,RAD18,730
FEN1,POLD3,983
FEN1,RAD51,959
SPATA5L1,SPATA5,894
SPATA5L1,UBXN7,703
SPATA5L1,DERL1,728
SPATA5L1,PSMB2,706
SPATA5L1,CINP,844
SPATA5L1,UFD1,839
SPATA5L1,C1orf109,836
SPATA5L1,PLAA,756
SIRPG,CD47,999
SIRPG,TYROBP,954
SIRPG,SIRPA,977
SIRPG,TREM2,903
SIRPG,SYK,913
THAP9,PGBD5,802
PCBP1,SYNCRIP,714
PCBP1,PABPN1,736
PCBP1,HNRNPF,858
PCBP1,HNRNPC,961
PCBP1,DDX39B,741
PCBP1,FTH1,706
PCBP1,PRPF8,995
PCBP1,PTBP1,978
PCBP1,PCBP2,998
PCBP1,PPIL3,761
PCBP1,HNRNPA0,811
PCBP1,DDX6,721
PCBP1,RBMX,769
PCBP1,HNRNPA2B1,961
PCBP1,HNRNPM,921
PCBP1,U2AF2,725
PCBP1,PKM,796
PCBP1,ERH,709
PCBP1,RBM39,857
PCBP1,SRSF7,749
PCBP1,RBFOX2,748
PCBP1,HNRNPU,759
PCBP1,SRSF3,891
PCBP1,ZNF830,994
PCBP1,MATR3-2,758
PCBP1,RBM14,762
PCBP1,HNRNPA3,913
PCBP1,HSP90AB1,735
PCBP1,SNRPA,891
PCBP1,HNRNPK,989
PCBP1,HNRNPAB,702
PCBP1,RPL7,726
PCBP1,SRSF2,818
PCBP1,YBX1,850
PCBP1,ELAVL1,868
PCBP1,SMAD3,928
PCBP1,HNRNPR,905
PCBP1,HNRNPD,898
PCBP1,FOLR1,759
PCBP1,TARDBP,833
PCBP1,RACK1,802
PCBP1,TRA2B,836
PCBP1,HNRNPH1,906
PCBP1,PABPC1,760
PCBP1,LMNA,706
PCBP1,KCNG1,820
PCBP1,HNRNPL,938
PCBP1,CELF1,732
PCBP1,FOLR2,747
PCBP1,HNRNPDL,815
PCBP1,ILF3,756
PCBP1,PPIG,751
PCBP1,SRSF1,873
PCBP1,HNRNPA1,966
PCBP1,EEF1A1,973
B3GNT2,GCNT2,988
B3GNT2,FUT5,941
B3GNT2,FUT9,936
B3GNT2,B3GNT3,926
B3GNT2,B4GALT1,966
B3GNT2,B4GALT3,944
B3GNT2,B4GALT4,954
B3GNT2,FUT4,925
B3GNT2,FUT3,928
B3GNT2,ST3GAL6,942
B3GNT2,FUT1,944
B3GNT2,B4GALT2,960
B3GNT2,FUT6,928
B3GNT2,FUT2,930
B3GNT2,B3GNT4,913
FUT3,B3GALT1,927
FUT3,FUT1,994
FUT3,FUT4,914
FUT3,ST3GAL6,951
FUT3,GAL3ST3,791
FUT3,FUT2,997
FUT3,B3GNT4,920
FUT3,B4GALT2,915
FUT3,FUT6,924
FUT3,FUT8,706
FUT3,ST8SIA1,919
FUT3,FUT5,914
FUT3,FUT9,911
FUT3,B3GNT2,928
FUT3,B3GNT3,958
FUT3,B4GALT1,951
FUT3,B4GALT3,916
FUT3,ABO,912
FUT3,B3GALT5,953
FUT3,GCNT2,940
FUT3,ST3GAL4,952
FUT3,B3GALT2,915
FUT3,B4GALT4,922
CPLX1,STX6,760
CPLX1,SYN2,859
CPLX1,SYT4,869
CPLX1,SYT1,999
CPLX1,GOSR2,753
CPLX1,SLC17A7,714
CPLX1,SLC32A1,739
CPLX1,CPLX3,972
CPLX1,SNAP23,802
CPLX1,SNX4,720
CPLX1,L7N2F9_HUMAN,957
CPLX1,PPFIA3,701
CPLX1,STX16,737
CPLX1,VAMP3,981
CPLX1,NAPA,771
CPLX1,RAB3A,771
CPLX1,UNC13B,752
CPLX1,STXBP1,926
CPLX1,VAMP1,797
CPLX1,VAMP8,769
CPLX1,SYN1,788
CPLX1,BNIP1,720
CPLX1,SNAP25,999
CPLX1,CPLX4,962
CPLX1,SYT7,864
CPLX1,RIMS1,880
CPLX1,STX1A,999
CPLX1,SNAP29,767
CPLX1,SYT2,766
CPLX1,SYN3,709
CPLX1,VAMP7,760
CPLX1,STX17,720
CPLX1,CPLX2,953
CPLX1,VAMP2,999
CPLX1,STX1B,770
CPLX1,STX4,813
CPLX1,STX12,753
NXNL1,VSX1,857
NXNL1,VSX2,816
NXNL1,PAX4,755
NXNL1,PDE6B,836
NXNL1,TXN,760
HOMER2,SHANK1,927
